date,festival_flag,festival_name,aqi,daily_admissions,daily_emergency_walkins,daily_opd_visits,department_ward,daily_bed_occupancy,daily_icu_occupancy,oxygen_usage_per_day,oxygen_stock_level,medical_supply_stock_level,ambulance_requests,doctors_per_shift,nurses_per_shift,support_staff_per_shift,ventilator_usage,patient_waiting_time,symptoms_diagnosis,epidemic_indicator,near_hospital_1_name,near_hospital_1_distance_km,near_hospital_1_contact,near_hospital_2_name,near_hospital_2_distance_km,near_hospital_2_contact,near_hospital_3_name,near_hospital_3_distance_km,near_hospital_3_contact
2024-04-14,0,None,130,59,11,142,Surgery,50,66,78,112,170,15,13,13,19,19,27,Fever,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-04-15,0,None,117,65,12,77,ICU,51,72,76,81,169,18,9,20,10,6,44,Accident,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-04-16,0,None,147,66,25,118,Surgery,77,31,98,132,147,10,9,13,9,8,5,Accident,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-04-17,0,None,124,69,10,122,Orthopedic,94,72,59,106,92,7,10,15,19,18,11,Fever,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-04-18,0,None,151,77,19,129,Pediatrics,80,42,56,41,183,15,14,16,11,6,53,Fever,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-04-19,0,None,123,58,20,96,ICU,83,62,64,145,65,10,9,15,18,10,6,Chest pain,Yes,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-04-20,0,None,105,69,13,124,General,87,46,91,111,106,8,12,17,13,6,52,Headache,Yes,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-04-21,0,None,80,49,11,60,ICU,82,65,63,76,146,12,12,20,16,7,58,Chest pain,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-04-22,0,None,105,71,21,113,General,74,52,61,135,98,15,14,18,11,20,6,Headache,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-04-23,0,None,128,60,26,109,Pediatrics,58,69,37,92,191,13,6,15,10,24,58,Accident,Yes,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-04-24,0,None,123,50,24,113,Pediatrics,86,38,90,112,94,14,14,24,17,20,45,Breathing issue,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-04-25,0,None,127,78,15,127,General,88,48,98,137,169,7,11,24,9,10,19,Chest pain,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-04-26,0,None,145,59,10,112,Pediatrics,55,63,83,57,63,11,6,20,12,9,24,Breathing issue,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-04-27,0,None,94,67,25,137,Surgery,89,34,45,46,92,11,12,17,12,15,13,Headache,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-04-28,0,None,93,65,23,80,Pediatrics,90,47,36,134,159,5,14,19,17,15,39,Chest pain,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-04-29,0,None,143,76,27,146,Orthopedic,52,80,49,55,107,18,10,17,8,19,6,Headache,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-04-30,0,None,135,68,15,90,Pediatrics,55,31,87,60,93,6,5,14,13,8,56,Chest pain,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-05-01,0,None,132,42,28,70,Pediatrics,84,39,96,84,168,8,6,12,10,19,10,Fever,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-05-02,0,None,127,71,15,99,Surgery,54,57,50,111,84,14,10,14,8,19,7,Breathing issue,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-05-03,0,None,87,78,14,63,ICU,88,56,98,148,193,10,9,21,17,12,49,Fever,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-05-04,0,None,99,72,27,144,General,66,81,70,106,138,7,14,11,8,23,37,Fever,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-05-05,0,None,157,48,21,125,Surgery,76,73,51,65,146,18,9,16,9,18,32,Accident,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-05-06,0,None,137,49,24,83,General,72,56,48,46,157,18,11,21,11,21,29,Chest pain,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-05-07,0,None,103,53,21,74,Orthopedic,50,37,98,133,129,14,9,10,12,20,8,Accident,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-05-08,0,None,155,48,23,96,Pediatrics,58,60,44,96,196,9,13,15,18,9,20,Headache,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-05-09,0,None,122,58,22,87,Orthopedic,92,64,83,112,73,12,13,22,17,7,34,Chest pain,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-05-10,0,None,153,60,19,138,Surgery,92,40,59,99,82,12,6,11,16,16,57,Chest pain,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-05-11,0,None,100,49,20,146,General,65,58,97,123,158,7,8,15,19,15,45,Fever,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-05-12,0,None,93,49,23,99,General,80,73,76,109,79,5,5,14,11,24,36,Accident,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-05-13,0,None,135,79,29,86,Surgery,73,44,48,60,66,12,11,19,9,7,58,Accident,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-05-14,0,None,83,47,19,120,Orthopedic,67,41,65,130,80,8,14,21,10,7,47,Accident,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-05-15,0,None,103,76,16,95,Orthopedic,75,71,66,76,181,16,5,19,14,13,18,Fever,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-05-16,0,None,99,59,23,127,Surgery,88,65,36,118,57,6,8,16,16,19,48,Breathing issue,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-05-17,0,None,143,57,23,106,General,50,85,107,97,191,7,7,12,11,22,42,Breathing issue,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-05-18,0,None,98,75,11,105,ICU,76,38,53,85,130,6,5,20,8,13,26,Headache,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-05-19,0,None,107,76,10,148,Pediatrics,78,56,88,91,95,10,10,14,11,10,9,Accident,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-05-20,0,None,125,62,20,123,Orthopedic,59,41,74,114,179,7,13,15,9,12,24,Accident,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-05-21,0,None,110,65,29,136,Surgery,61,42,55,111,90,9,6,22,8,9,12,Breathing issue,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-05-22,0,None,111,78,26,81,Pediatrics,91,68,73,64,195,10,13,18,18,5,9,Headache,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-05-23,0,None,98,68,18,102,ICU,76,78,45,141,68,10,10,13,15,14,38,Accident,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-05-24,0,None,104,72,20,100,General,93,58,64,135,64,17,10,21,17,13,26,Accident,Yes,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-05-25,0,None,132,42,26,105,ICU,79,59,102,45,89,15,14,11,17,17,6,Chest pain,Yes,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-05-26,0,None,138,41,25,81,ICU,84,58,80,80,188,8,14,11,18,11,58,Headache,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-05-27,0,None,90,55,25,114,Surgery,86,40,81,110,60,16,5,24,12,15,35,Accident,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-05-28,0,None,94,78,12,65,Pediatrics,63,74,50,96,63,11,13,12,19,12,59,Fever,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-05-29,0,None,88,47,13,101,ICU,79,77,71,119,164,8,14,16,11,7,40,Fever,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-05-30,0,None,106,40,20,119,Orthopedic,74,37,107,123,65,10,12,12,17,22,47,Headache,Yes,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-05-31,0,None,88,57,16,61,ICU,88,44,93,45,96,15,7,22,10,5,57,Breathing issue,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-06-01,0,None,87,54,24,79,Orthopedic,56,77,84,107,79,13,9,19,17,9,15,Chest pain,Yes,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-06-02,0,None,102,55,18,122,General,51,41,60,67,124,8,5,16,18,10,14,Chest pain,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-06-03,0,None,89,56,15,137,Pediatrics,92,48,42,78,73,11,12,20,13,20,58,Headache,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-06-04,0,None,96,43,28,103,Surgery,71,48,68,52,136,13,13,18,16,12,46,Fever,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-06-05,0,None,151,42,18,137,Pediatrics,53,34,101,128,162,7,7,14,13,14,37,Fever,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-06-06,0,None,124,52,14,102,ICU,75,76,83,142,127,5,14,23,12,11,7,Fever,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-06-07,0,None,105,40,19,147,ICU,53,69,70,113,198,9,14,17,15,18,59,Breathing issue,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-06-08,0,None,102,69,20,104,ICU,54,55,108,86,126,19,5,10,16,23,19,Accident,Yes,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-06-09,0,None,93,49,29,118,Surgery,79,85,83,88,68,12,5,12,12,22,34,Accident,Yes,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-06-10,0,None,148,77,11,66,ICU,53,83,73,49,177,7,6,21,17,19,13,Chest pain,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-06-11,0,None,82,73,24,93,General,87,68,80,104,163,12,10,20,14,13,31,Fever,Yes,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-06-12,0,None,116,48,16,81,General,60,60,35,93,51,15,6,24,10,14,5,Fever,Yes,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-06-13,0,None,99,47,12,102,ICU,82,30,67,54,72,11,7,22,11,20,54,Fever,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-06-14,0,None,111,58,17,104,Surgery,83,51,81,78,110,5,8,17,9,16,14,Breathing issue,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-06-15,0,None,151,61,10,91,General,61,60,45,116,195,13,6,16,19,7,29,Accident,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-06-16,0,None,133,41,21,68,General,51,34,99,83,67,12,11,24,14,8,13,Breathing issue,Yes,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-06-17,0,None,97,55,16,89,Pediatrics,85,89,63,123,54,13,9,22,15,10,59,Breathing issue,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-06-18,0,None,90,41,26,97,Surgery,83,56,86,140,124,16,8,14,11,11,46,Accident,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-06-19,0,None,90,55,12,137,General,77,86,94,77,194,10,11,10,15,9,6,Headache,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-06-20,0,None,146,53,28,149,Orthopedic,76,40,65,148,120,17,5,18,15,5,36,Chest pain,Yes,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-06-21,0,None,108,75,19,85,General,69,46,53,64,67,12,8,19,9,6,44,Headache,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-06-22,0,None,128,54,25,143,General,76,38,41,111,169,5,8,17,8,23,45,Fever,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-06-23,0,None,101,40,29,144,Orthopedic,56,35,58,65,91,16,8,12,18,19,7,Accident,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-06-24,0,None,124,59,19,130,Orthopedic,71,46,105,131,182,7,14,24,8,20,27,Accident,Yes,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-06-25,0,None,125,45,18,92,ICU,64,55,85,41,170,17,9,23,11,8,50,Fever,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-06-26,0,None,83,79,28,118,Surgery,55,86,92,66,180,10,12,20,15,13,43,Breathing issue,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-06-27,0,None,148,57,21,76,Orthopedic,60,84,43,95,90,16,11,16,18,13,54,Fever,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-06-28,0,None,107,73,23,63,Orthopedic,50,56,101,128,159,16,6,24,13,17,58,Headache,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-06-29,0,None,113,47,14,73,General,57,36,78,122,152,5,13,14,18,12,58,Breathing issue,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-06-30,0,None,157,49,23,104,General,75,87,104,108,161,19,11,14,10,11,32,Fever,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-07-01,0,None,103,75,16,142,Orthopedic,68,69,81,73,159,11,11,21,15,13,17,Accident,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-07-02,0,None,143,56,24,107,Surgery,62,40,32,112,59,8,14,15,15,16,12,Chest pain,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-07-03,0,None,159,58,13,112,Pediatrics,76,36,70,135,60,8,12,16,19,5,22,Breathing issue,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-07-04,0,None,123,77,23,138,General,58,41,86,86,77,7,6,21,15,13,6,Fever,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-07-05,0,None,115,43,24,92,Surgery,72,72,30,105,65,7,10,16,11,7,11,Headache,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-07-06,0,None,126,49,21,108,General,63,41,67,143,143,6,5,24,10,16,29,Chest pain,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-07-07,1,Rath Yatra,116,73,25,125,ICU,57,45,53,77,81,10,14,10,13,14,55,Chest pain,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-07-08,0,None,142,65,28,67,General,86,73,30,71,59,11,10,17,8,22,46,Breathing issue,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-07-09,0,None,107,69,28,122,ICU,57,47,66,117,74,9,5,21,15,10,47,Accident,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-07-10,0,None,107,52,26,97,Orthopedic,91,78,93,91,82,16,11,15,10,5,47,Headache,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-07-11,0,None,148,75,23,81,ICU,57,57,88,96,132,8,11,12,8,11,36,Headache,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-07-12,0,None,117,47,15,69,Orthopedic,69,39,42,146,132,12,14,10,14,14,6,Accident,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-07-13,0,None,111,69,18,62,ICU,75,67,108,119,88,12,5,11,8,20,59,Headache,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-07-14,0,None,123,46,26,117,Surgery,71,48,45,129,53,19,8,24,16,7,30,Headache,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-07-15,0,None,84,74,26,104,General,60,44,53,99,145,16,7,24,10,7,6,Fever,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-07-16,0,None,98,44,18,92,ICU,52,41,66,92,163,8,6,10,13,10,24,Breathing issue,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-07-17,0,None,103,66,17,78,General,72,48,41,80,145,6,5,15,9,5,8,Breathing issue,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-07-18,0,None,109,56,28,138,Orthopedic,80,69,76,122,193,18,11,21,9,11,54,Accident,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-07-19,0,None,140,52,17,64,Surgery,67,75,51,90,96,15,9,13,15,11,7,Chest pain,Yes,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-07-20,0,None,96,48,13,124,General,79,54,106,40,113,11,7,16,15,23,31,Headache,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-07-21,0,None,101,41,11,100,Orthopedic,85,53,109,45,183,19,5,10,15,9,58,Fever,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-07-22,0,None,101,68,14,82,ICU,53,63,35,49,172,14,12,17,8,19,52,Fever,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-07-23,0,None,114,68,13,116,Orthopedic,94,49,94,121,114,5,6,14,16,15,25,Breathing issue,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-07-24,0,None,94,78,12,113,Orthopedic,79,89,53,89,142,5,7,14,12,5,21,Breathing issue,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-07-25,0,None,158,78,11,71,General,90,33,102,72,73,16,10,12,12,17,14,Headache,Yes,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-07-26,0,None,142,63,25,62,Surgery,67,37,89,72,157,14,9,18,9,21,14,Breathing issue,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-07-27,0,None,117,56,17,99,Orthopedic,75,68,47,48,111,11,12,22,14,5,8,Accident,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-07-28,0,None,95,69,29,148,Surgery,91,34,57,43,119,6,13,10,9,14,47,Breathing issue,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-07-29,0,None,145,69,22,121,Orthopedic,78,30,81,116,71,11,10,22,11,23,55,Fever,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
